id	Sentença	Posição da palavra alvo	Palavra alvo	Classe	Obra	Autor	Ano	Movimento	tamanho sentença
1540	Haveria sim, mas não seria escrava amante de seu senhor, não seria a inimiga natural dos senhores elevada a rival da senhora, não seria esta a dilacerar-se em seu nobre orgulho esmagado ao ver a negra, sua escrava, usurpando-lhe amor, autoridade, direito, ao ver seus filhinhos expostos e sujeitos à influência maléfica, odienta, terrível da própria escrava deles, mulher inimiga pelos ressentimentos de sua condição, perversa e corrompida pelos costumes; ao ver a fortuna da família ameaçada pela escrava-rainha, sacerdotisa dos vícios imundos, estragadora da fazenda pelos desatinos do fazendeiro, pela conseqüente arrogância e desnorteamento dos escravos que escarnecem e aplaudem, aborrecem e exploram a elevação da parceira, e desrespeitam, apodam	6	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	130
1540	Haveria sim, mas não seria escrava amante de seu senhor, não seria a inimiga natural dos senhores elevada a rival da senhora, não seria esta a dilacerar-se em seu nobre orgulho esmagado ao ver a negra, sua escrava, usurpando-lhe amor, autoridade, direito, ao ver seus filhinhos expostos e sujeitos à influência maléfica, odienta, terrível da própria escrava deles, mulher inimiga pelos ressentimentos de sua condição, perversa e corrompida pelos costumes; ao ver a fortuna da família ameaçada pela escrava-rainha, sacerdotisa dos vícios imundos, estragadora da fazenda pelos desatinos do fazendeiro, pela conseqüente arrogância e desnorteamento dos escravos que escarnecem e aplaudem, aborrecem e exploram a elevação da parceira, e desrespeitam, apodam	41	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	130
1540	Haveria sim, mas não seria escrava amante de seu senhor, não seria a inimiga natural dos senhores elevada a rival da senhora, não seria esta a dilacerar-se em seu nobre orgulho esmagado ao ver a negra, sua escrava, usurpando-lhe amor, autoridade, direito, ao ver seus filhinhos expostos e sujeitos à influência maléfica, odienta, terrível da própria escrava deles, mulher inimiga pelos ressentimentos de sua condição, perversa e corrompida pelos costumes; ao ver a fortuna da família ameaçada pela escrava-rainha, sacerdotisa dos vícios imundos, estragadora da fazenda pelos desatinos do fazendeiro, pela conseqüente arrogância e desnorteamento dos escravos que escarnecem e aplaudem, aborrecem e exploram a elevação da parceira, e desrespeitam, apodam	66	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	130
1540	Haveria sim, mas não seria escrava amante de seu senhor, não seria a inimiga natural dos senhores elevada a rival da senhora, não seria esta a dilacerar-se em seu nobre orgulho esmagado ao ver a negra, sua escrava, usurpando-lhe amor, autoridade, direito, ao ver seus filhinhos expostos e sujeitos à influência maléfica, odienta, terrível da própria escrava deles, mulher inimiga pelos ressentimentos de sua condição, perversa e corrompida pelos costumes; ao ver a fortuna da família ameaçada pela escrava-rainha, sacerdotisa dos vícios imundos, estragadora da fazenda pelos desatinos do fazendeiro, pela conseqüente arrogância e desnorteamento dos escravos que escarnecem e aplaudem, aborrecem e exploram a elevação da parceira, e desrespeitam, apodam	23	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	130
1540	Haveria sim, mas não seria escrava amante de seu senhor, não seria a inimiga natural dos senhores elevada a rival da senhora, não seria esta a dilacerar-se em seu nobre orgulho esmagado ao ver a negra, sua escrava, usurpando-lhe amor, autoridade, direito, ao ver seus filhinhos expostos e sujeitos à influência maléfica, odienta, terrível da própria escrava deles, mulher inimiga pelos ressentimentos de sua condição, perversa e corrompida pelos costumes; ao ver a fortuna da família ameaçada pela escrava-rainha, sacerdotisa dos vícios imundos, estragadora da fazenda pelos desatinos do fazendeiro, pela conseqüente arrogância e desnorteamento dos escravos que escarnecem e aplaudem, aborrecem e exploram a elevação da parceira, e desrespeitam, apodam	10	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	130
1541	o senhor desmoralizado que desceu à baixeza deles, pelos ciúmes enfim das outras escravas que disputam o sultão à favorita, travam brigas indecentes que maculam a casa, ridicularizam e insultam a vítima infeliz, a senhora obrigada pelo marido a sofrer suplício que não merece.	14	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	49
1541	o senhor desmoralizado que desceu à baixeza deles, pelos ciúmes enfim das outras escravas que disputam o sultão à favorita, travam brigas indecentes que maculam a casa, ridicularizam e insultam a vítima infeliz, a senhora obrigada pelo marido a sofrer suplício que não merece.	38	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	49
1541	o senhor desmoralizado que desceu à baixeza deles, pelos ciúmes enfim das outras escravas que disputam o sultão à favorita, travam brigas indecentes que maculam a casa, ridicularizam e insultam a vítima infeliz, a senhora obrigada pelo marido a sofrer suplício que não merece.	1	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	49
1542	E, não o esqueçais, felizmente não muitos, alguns exemplos dessa abjeção do senhor que é casado, e mais numerosos entre os senhores que o não são, têm sido bastantes para que quase todas as escravas acreditem na possibilidade de conseguir igual fortuna e visam em constante e latente conspiração contra a felicidade e a paz doméstica das senhoras.	39	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	64
1542	E, não o esqueçais, felizmente não muitos, alguns exemplos dessa abjeção do senhor que é casado, e mais numerosos entre os senhores que o não são, têm sido bastantes para que quase todas as escravas acreditem na possibilidade de conseguir igual fortuna e visam em constante e latente conspiração contra a felicidade e a paz doméstica das senhoras.	15	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	64
1543	Vivendo só de amor e pelo amor, tendo o seu presente e o seu futuro, a chave dos seus tesouros, o condão da sua dita, toda a perspectiva de seu destino dependentes do amor, a mulher, o mito do sentimento, é, nos países onde ainda se tolera a escravidão, condenada a viver entre escravas, inimigas que por meio de embustes, intrigas, calúnias contra ela, por meio de invites, provocações dos senhores maquinam dia e noite e incessantemente para envenenar-lhe o santo fogo da sua vida, o sentimento, para roubar-lhe sua única e exclusiva riqueza, – o amor!	62	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	115
1545	Um: vencer a maldade dos escravos pelo mimo do trato e pela caridade e beneficência perseverantes: engano; o ressentimento lógico e natural da escravidão faz cedo ou tarde da protegida ingrata, que nunca lembra os benefícios, antes escusa o esquecimento deles, quando ao impulso do vício, da ambição calculista, ou do desejo de abater a senhora, levanta os olhos para o senhor, e desafia a sua sensualidade.	6	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	78
1545	Um: vencer a maldade dos escravos pelo mimo do trato e pela caridade e beneficência perseverantes: engano; o ressentimento lógico e natural da escravidão faz cedo ou tarde da protegida ingrata, que nunca lembra os benefícios, antes escusa o esquecimento deles, quando ao impulso do vício, da ambição calculista, ou do desejo de abater a senhora, levanta os olhos para o senhor, e desafia a sua sensualidade.	63	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	78
1545	Um: vencer a maldade dos escravos pelo mimo do trato e pela caridade e beneficência perseverantes: engano; o ressentimento lógico e natural da escravidão faz cedo ou tarde da protegida ingrata, que nunca lembra os benefícios, antes escusa o esquecimento deles, quando ao impulso do vício, da ambição calculista, ou do desejo de abater a senhora, levanta os olhos para o senhor, e desafia a sua sensualidade.	70	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	78
1546	Outro: a severidade compressora e até mesmo cruel para desanimar o atrevimento e conter a audácia: novo engano, e pior que o outro: a compressão provoca a reação, a crueldade, a vingança feroz, e além da inconveniência do meio haveria em tal caso para os senhores um peso da consciência, a ofensa da lei de Deus e da humanidade na atribulação dos escravos.	70	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	72
1547	Fora desses dois improfícuos recursos, nenhum mais: se fizésseis instruir vossos escravos na religião dos seus deveres, instrui-los-íeis também e necessariamente na religião de seus direitos de homens, e teríeis educado e preparado a resistência inteligente dos oprimidos.	13	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	43
1557	As relações de seu senhor com Esméria impunham-lhe a necessidade de precauções para não se expor à cólera e aos prováveis ciúmes grosseiros de Paulo Borges: com a crioula já se achava de inteligência;	29	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	36
1557	As relações de seu senhor com Esméria impunham-lhe a necessidade de precauções para não se expor à cólera e aos prováveis ciúmes grosseiros de Paulo Borges: com a crioula já se achava de inteligência;	4	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	36
1559	Com esse propósito afetou ainda mais sombria tristeza e pareceu acabrunhado: dias depois, como a procurar consolações, aproximou-se das outras escravas, pretendendo-as e perseguindo-as.	23	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	29
1562	Entre tantas escravas, porém, houve uma, e foi a primeira, que resistiu ao Pai-Raiol e não quis entrar na série das fáceis conquistas deste: a oposição excitou debalde os desejos brutais do negro africano.	37	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	40
1562	Entre tantas escravas, porém, houve uma, e foi a primeira, que resistiu ao Pai-Raiol e não quis entrar na série das fáceis conquistas deste: a oposição excitou debalde os desejos brutais do negro africano.	2	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	40
1563	Era também crioula a negra que se isentava do Pai-Raiol: coabitava com um escravo da fazenda de quem tinha dois filhos; cansada das perseguições daquele, lançou-lhe em rosto a sua hediondez, enquanto o companheiro ameaçou-o e provocou-o com injúrias atiradas principalmente deformidades de seu rosto e aos seus senões físicos.	4	negra	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	55
1563	Era também crioula a negra que se isentava do Pai-Raiol: coabitava com um escravo da fazenda de quem tinha dois filhos; cansada das perseguições daquele, lançou-lhe em rosto a sua hediondez, enquanto o companheiro ameaçou-o e provocou-o com injúrias atiradas principalmente deformidades de seu rosto e aos seus senões físicos.	2	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	55
1563	Era também crioula a negra que se isentava do Pai-Raiol: coabitava com um escravo da fazenda de quem tinha dois filhos; cansada das perseguições daquele, lançou-lhe em rosto a sua hediondez, enquanto o companheiro ameaçou-o e provocou-o com injúrias atiradas principalmente deformidades de seu rosto e aos seus senões físicos.	14	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	55
1566	Em geral o negro africano não perdoa a quem ridiculariza ou lhe lança em rosto a sua fealdade.	3	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	19
1570	No dia seguinte havia quatro escravos doidos na fazenda de Paulo Borges, duas pobres crianças e o pai e a mãe dessas infelizes.	5	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	25
1571	Por celeratez requintada o envenenador lhes dera a loucura que poucos meses devia preceder a morte para arrancar à crioula doida o que ela lhe negara com juízo.	19	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	29
1573	As visitas feitas em desoras por Esméria à senzala do Pai-Raiol tinham por cautela exagerada diminuído ao ponto de se tornarem raras: quando o terrível negro queria ou precisava falar à crioula, fazia o sinal convencionado e nunca em vão esperava.	26	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	44
1573	As visitas feitas em desoras por Esméria à senzala do Pai-Raiol tinham por cautela exagerada diminuído ao ponto de se tornarem raras: quando o terrível negro queria ou precisava falar à crioula, fazia o sinal convencionado e nunca em vão esperava.	32	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	44
1575	O africano abraçou a crioula amante de seu senhor; depois disse-lhe: –	4	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	14
1575	O africano abraçou a crioula amante de seu senhor; depois disse-lhe: –	8	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	14
1581	A senhora assim o ordenou e ela ainda é dona da casa.	1	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	13
1587	Não: Esméria conta a velho tigre, que escravos da fazenda vão de noite bater à porta da sua senzala.	9	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	22
1590	– Ele quererá saber quem são esses escravos: que lhe direi?	7	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	13
1591	O senhor não suspeitará de você, Pai-Raiol?	1	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	9
1595	– A senhora se opõe.	2	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	6
1597	A senhora é Esméria: a crioula cortou as unhas da mulher tigre;	6	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	14
1597	A senhora é Esméria: a crioula cortou as unhas da mulher tigre;	1	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	14
1604	Pois bem: eu direi ao senhor que sou perseguida...	6	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	11
1605	O negro pôs-se a rir com o seu medonho riso: ele sabia que a crioula não era menos devassa que dantes.	1	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	23
1605	O negro pôs-se a rir com o seu medonho riso: ele sabia que a crioula não era menos devassa que dantes.	15	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	23
1612	Esméria como que refletia sobre o que mais lhe convinha, se a liberdade da senzala para a sua vida dissoluta, se o audacioso, lisonjeiro, e perverso arcar com a senhora para usurpar-lhe o governo da casa.	33	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	41
1613	E, justa condenação do senhor abjeto, nem o africano, nem a crioula se lembravam um só instante de calcular com a possibilidade da sua resistência à vontade revoltante da escrava.	14	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	34
1613	E, justa condenação do senhor abjeto, nem o africano, nem a crioula se lembravam um só instante de calcular com a possibilidade da sua resistência à vontade revoltante da escrava.	32	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	34
1613	E, justa condenação do senhor abjeto, nem o africano, nem a crioula se lembravam um só instante de calcular com a possibilidade da sua resistência à vontade revoltante da escrava.	5	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	34
1614	Mas o negro pôs termo pronto às reflexões de Esméria.	2	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	11
1618	Pois sim – respondeu submissa a crioula.	6	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	8
1619	XVII Não era só Teresa que padecia pelo frenesi da paixão criminosa e torpe que escravizava o senhor aos pés imundos da escrava.	22	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	24
1619	XVII Não era só Teresa que padecia pelo frenesi da paixão criminosa e torpe que escravizava o senhor aos pés imundos da escrava.	17	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	24
1621	Para não deixar em amplo gozo de liberdade a crioula banida do serviço doméstico e entregue à ociosidade, Paulo Borges abandonava freqüentemente a direção do trabalho de suas roças que notavelmente se amesquinharam: debalde contratou ele um feitor, cujos olhos e interesse não eram os do fazendeiro.	9	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	51
1626	se queria ver os filhos, precisava pedi-los, e então era uma escrava que os trazia confusos, tristes pela ausência da mãe, e olhando espantados, desconfiados para o pai que os abraçava e beijava sem a santa expansão de outro tempo e com o confrangimento do remorso de quem sabe que quem ultraja a mãe ultraja os filhos.	13	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	63
1637	Paulo Borges entregou o menino à escrava, e fugiu a soluçar, a maldizer do seu destino e a praguejar contra a escrava-demônio por quem se achava dominado; fugiu, correu para o campo, e viu Esméria à porta da senzala: ao aspecto da escrava que o alucinara, avançou furioso para ela, e chegando com andar acelerado, parou a dois passos, fitou na crioula enraivecido olhar e disse: - Demônio!	71	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	80
1637	Paulo Borges entregou o menino à escrava, e fugiu a soluçar, a maldizer do seu destino e a praguejar contra a escrava-demônio por quem se achava dominado; fugiu, correu para o campo, e viu Esméria à porta da senzala: ao aspecto da escrava que o alucinara, avançou furioso para ela, e chegando com andar acelerado, parou a dois passos, fitou na crioula enraivecido olhar e disse: - Demônio!	6	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	80
1637	Paulo Borges entregou o menino à escrava, e fugiu a soluçar, a maldizer do seu destino e a praguejar contra a escrava-demônio por quem se achava dominado; fugiu, correu para o campo, e viu Esméria à porta da senzala: ao aspecto da escrava que o alucinara, avançou furioso para ela, e chegando com andar acelerado, parou a dois passos, fitou na crioula enraivecido olhar e disse: - Demônio!	48	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	80
1641	– Que é melhor assim: é preciso que meu senhor acabe isto.	10	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	14
1646	– Eu sabia que era negra escrava...	5	negra	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	8
1646	– Eu sabia que era negra escrava...	6	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	8
1647	não é a escrava que chama o senhor...	3	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	9
1647	não é a escrava que chama o senhor...	7	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	9
1649	minha senhora me estimava, e agora...	1	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	8
1653	fui falsa a minha senhora; porque não pude resistir ao mandado de meu senhor... é preciso que isto acabe...	4	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	22
1653	fui falsa a minha senhora; porque não pude resistir ao mandado de meu senhor... é preciso que isto acabe...	14	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	22
1654	por isso eu queria pedir hoje a meu senhor que me vendesse...	8	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	13
1660	– Peço a meu senhor que me venda: um de meus antigos senhores moços me comprará, se eu for chorar a seus pés...	4	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	26
1664	– Ainda assim; peço venda a meu senhor.	8	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	10
1665	E isso dizendo, a crioula voltou-se e foi sentar-se tristemente a um canto da senzala.	5	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	17
1666	Sem ressentir-se do desrespeito com que a escrava o deixara e fora sentar-se, Paulo Borges daí a pouco entrou na senzala, e perguntou em tom menos iracundo:	7	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	30
1668	A crioula levantou-se, enlaçou as mãos na altura do baixo ventre, arqueando os braços de modo a tornar salientes os seios mal encobertos, e ostensiva a parte anterior do tronco, e pondo os olhos no chão, disse:	1	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	43
1669	– Não há nada de novo: fui lançada fora da casa, onde eu trabalhava de dia, e minha senhora tão boa tem razão de me aborrecer...	21	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	30
1676	No outro tempo eu era perfeita escrava, agora não sei que sou: meu senhor me tomou para si;	6	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	21
1676	No outro tempo eu era perfeita escrava, agora não sei que sou: meu senhor me tomou para si;	15	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	21
1677	mas deixou-me de noite abandonada na senzala, negra escrava entre os seus parceiros que são atrevidos...	8	negra	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	18
1677	mas deixou-me de noite abandonada na senzala, negra escrava entre os seus parceiros que são atrevidos...	9	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	18
1681	– Dantes eu não era de meu senhor e negra escrava abria a porta de minha senzala ao parceiro que me agradava.	9	negra	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	23
1681	– Dantes eu não era de meu senhor e negra escrava abria a porta de minha senzala ao parceiro que me agradava.	10	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	23
1681	– Dantes eu não era de meu senhor e negra escrava abria a porta de minha senzala ao parceiro que me agradava.	7	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	23
1682	Paulo Borges não se vexou da petulância com que a crioula dava testemunho franco da antiga desenvoltura, que aliás não se desmentia ainda.	10	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	25
1684	– É por isso que eu peço venda a meu senhor: é verdade que me parece que já não ando boa...	10	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	23
1685	mas meu senhor pode mandar forrar seu filho...	2	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	9
1688	Tu me dirás quais são os escravos que te vão bater à porta de noite.	6	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	16
1694	– Sou negra escrava lançada no campo: animal solto e livre, se eu me desforrasse do desprezo em que meu senhor me abandona, abrindo a porta da minha senzala aos negros meus parceiros e do meu gosto, faria muito bem.	33	negros	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	45
1694	– Sou negra escrava lançada no campo: animal solto e livre, se eu me desforrasse do desprezo em que meu senhor me abandona, abrindo a porta da minha senzala aos negros meus parceiros e do meu gosto, faria muito bem.	2	negra	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	45
1694	– Sou negra escrava lançada no campo: animal solto e livre, se eu me desforrasse do desprezo em que meu senhor me abandona, abrindo a porta da minha senzala aos negros meus parceiros e do meu gosto, faria muito bem.	3	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	45
1694	– Sou negra escrava lançada no campo: animal solto e livre, se eu me desforrasse do desprezo em que meu senhor me abandona, abrindo a porta da minha senzala aos negros meus parceiros e do meu gosto, faria muito bem.	22	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	45
1695	O miserável senhor soltou dos lábios uma injúria indecente, e uma ridícula ameaça.	2	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	15
1696	A crioula encolheu os ombros como se dissesse que me importa, e sem mudar a posição dos braços e das mãos, descansou o corpo sobre uma das pernas, fazendo avultar saliente a anca oposta.	1	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	38
1699	– Eu era de meus parceiros, meu senhor me tomou a eles;	8	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	14
1705	– Melhor é ceder – disse com desavergonhamento a crioula.	9	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	11
1710	– Bem que Pai-Raiol mostre agora detestar-me e fuja de mim, como de inimigo de quem tem medo: o Pai-Raiol é um mau negro que, se puder, se vingará de mim;	25	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	36
1712	A preferência que meu senhor me deu, me fez desejada; agora todos os escravos me acham bonita; em seus fados tenho cantigas de elogio, me chamam rainha das negras...	32	negras	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	34
1712	A preferência que meu senhor me deu, me fez desejada; agora todos os escravos me acham bonita; em seus fados tenho cantigas de elogio, me chamam rainha das negras...	15	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	34
1712	A preferência que meu senhor me deu, me fez desejada; agora todos os escravos me acham bonita; em seus fados tenho cantigas de elogio, me chamam rainha das negras...	4	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	34
1714	E a crioula insidiosa, olhando então fixamente o senhor, e lendo em sua fisionomia os efeitos do veneno que lhe lançava no coração, continuou com desfaçatez inaudita:	2	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	31
1714	E a crioula insidiosa, olhando então fixamente o senhor, e lendo em sua fisionomia os efeitos do veneno que lhe lançava no coração, continuou com desfaçatez inaudita:	9	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	31
1715	– Eu também sou negra e escrava, criada na vida solta, animal abandonado e livre no campo, e não quero enganar a meu senhor...	4	negra	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	28
1715	– Eu também sou negra e escrava, criada na vida solta, animal abandonado e livre no campo, e não quero enganar a meu senhor...	8	criada	criado	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	28
1715	– Eu também sou negra e escrava, criada na vida solta, animal abandonado e livre no campo, e não quero enganar a meu senhor...	6	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	28
1715	– Eu também sou negra e escrava, criada na vida solta, animal abandonado e livre no campo, e não quero enganar a meu senhor...	26	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	28
1717	eu aviso, sou negra e escrava, tenho maus costumes antigos...	4	negra	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	13
1717	eu aviso, sou negra e escrava, tenho maus costumes antigos...	6	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	13
1718	meu senhor não poderá depois queixar-se...	1	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
1721	assim, em alguma outra noite, Esméria enganará seu senhor, e abrirá a porta...	10	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	17
1722	Nova praga obscena foi a resposta do esquálido senhor.	8	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	10
1723	A crioula fingiu-se alterada e sentida da injúria; começou a passear ao longo da senzala com arrebatamento e artificial comoção, dando ao corpo meneios indecentes, e pondo o vestido em desordem grosseiramente libidinosa.	1	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	37
1724	A rusticidade sensual de Paulo Borges exaltava-se provocada, alucinada pelos trejeitos obscenos da negra que já o conhecia bem.	14	negra	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	21
1728	Paulo Borges, o adúltero, Paulo Borges o desvairado se curvou ante a negra, sua escrava, e escreveu nos seus pés a sentença da última degradação da esposa virtuosa e honestíssima.	14	negra	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	35
