id	Sentença	Janela	Posição da palavra alvo	Palavra alvo	Classe	Obra	Autor	Ano	Movimento	tamanho janela
2485	Cândida triste, saudosa de sua segunda mãe, da criada amiga, da companheira do seu quarto de dormir, não tolerou a idéia de fazê-la substituir pela melhor, ou mais estimada das escravas de sua casa, e até o dia de seus anos em que a encontramos em festa, viveu ou dormiu solitária, onde não mais dormia perto do seu leito a honesta senhora, que desde a sua infância fora a digna partilhadora de seu amor filial, e como disse ou escreveu um grande poeta português na sua tragédia de Inês de Castro:	mais estimada das escravas de sua casa	35	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2485	Cândida triste, saudosa de sua segunda mãe, da criada amiga, da companheira do seu quarto de dormir, não tolerou a idéia de fazê-la substituir pela melhor, ou mais estimada das escravas de sua casa, e até o dia de seus anos em que a encontramos em festa, viveu ou dormiu solitária, onde não mais dormia perto do seu leito a honesta senhora, que desde a sua infância fora a digna partilhadora de seu amor filial, e como disse ou escreveu um grande poeta português na sua tragédia de Inês de Castro:	leito a honesta senhora , que desde	69	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2487	” Plácido Rodrigues, o padrinho de Cândida, conseguira vencer a justíssima repugnância, talvez a instintiva ou providencial, obstinação da afilhada, trazendo-lhe de presente para sua mucama a crioula Lucinda, que sabia pentear e fazer bonecas.	sua mucama a crioula Lucinda , que	32	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2490	E em substituição da companheira livre, amiga, e devotada, recebeu alegre a crioula quase de sua idade, a mulher escrava, uma filha da mãe fera, uma vítima da opressão social, uma onda envenenada desse oceano de vícios obrigados, de perversão lógica, de imoralidade congênita, de influência corruptora e falaz, desse monstro desumanizador de criaturas humanas, que se chama escravidão.	recebeu alegre a crioula quase de sua	15	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2490	E em substituição da companheira livre, amiga, e devotada, recebeu alegre a crioula quase de sua idade, a mulher escrava, uma filha da mãe fera, uma vítima da opressão social, uma onda envenenada desse oceano de vícios obrigados, de perversão lógica, de imoralidade congênita, de influência corruptora e falaz, desse monstro desumanizador de criaturas humanas, que se chama escravidão.	, a mulher escrava , uma filha	23	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2492	Esta excelente base de educação não fora em seu elemento principal fruto de sábio plano de Florêncio da Silva, mas resultado de uma afortunada circunstância: sem dúvida o ensino recebido por Cândida, sob a vigilância protetora de sua mãe, e a prática prudente de não ter sido a menina levada até então aos bailes, e às sociedades sem caráter de reunião limitada a famílias de íntima amizade e confiança, contribuíram não pouco para aquele belo efeito; o essencial, porém, tinha sido a não pensada, não refletida, mas ditosa exclusão de mucama escrava, graças ao amor, à terna dedicação maternal da ama, que extremosa quase ciumenta, tomara para si o cuidado e o serviço da menina que aleitara em seus peitos.	exclusão de mucama escrava , graças ao	102	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2493	Cândida cresceu sem ter escrava ao pé de si: a ama só a deixava a Leonídia, talvez por que não lha pudesse disputar.	cresceu sem ter escrava ao pé de	4	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2500	Porque ainda a mais escrupulosa, a mais digna e verdadeiramente nobre sociedade de país onde se tolera o serviço escravo, ressente-se por força da infecção terrível e inevitável dessa peste que se chama escravidão.	tolera o serviço escravo , ressente-se por	20	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2504	Aí tendes no Brasil, na capital do Império, por exemplo, a família mais rica e mais sábia, que pela sabedoria não possui um só escravo, nem admite escravo algum em seu lar, e pela riqueza pode dar a mais esmerada e perfeita educação à filha querida, que é criada e cultivada como tulipa ou rainúnculo em estufa.	, que é criada e cultivada como	55	criada	criado	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2504	Aí tendes no Brasil, na capital do Império, por exemplo, a família mais rica e mais sábia, que pela sabedoria não possui um só escravo, nem admite escravo algum em seu lar, e pela riqueza pode dar a mais esmerada e perfeita educação à filha querida, que é criada e cultivada como tulipa ou rainúnculo em estufa.	possui um só escravo , nem admite	28	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2504	Aí tendes no Brasil, na capital do Império, por exemplo, a família mais rica e mais sábia, que pela sabedoria não possui um só escravo, nem admite escravo algum em seu lar, e pela riqueza pode dar a mais esmerada e perfeita educação à filha querida, que é criada e cultivada como tulipa ou rainúnculo em estufa.	, nem admite escravo algum em seu	32	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2507	Singela, descuidosa, alegre, ávida de suaves e puros gozos a donzela procura naturais ligações, amigas da sua idade e do seu estado que nem todas, que sem dúvida bem poucas, escaparam como ela ao contacto, a companhia de escravas: ei-la pois em suas relações, em suas ligações, em suas confidências com essas amigas, exposta e sujeita à ciência do mal, às infecções sutis da escravidão, ao contacto mediato com as escravas pela inoculação irrefletida, mas indeclinável, que lhe vem da intimidade com outras donzelas, que sem má intenção e apenas por vanglória pueril e jactância louca de mais sabidas, lhe revelam imperfeita e obscuramente segredos de seu sexo, que aprenderam nas atrevidas explicações de suas mucamas.	a companhia de escravas : ei-la pois	45	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2507	Singela, descuidosa, alegre, ávida de suaves e puros gozos a donzela procura naturais ligações, amigas da sua idade e do seu estado que nem todas, que sem dúvida bem poucas, escaparam como ela ao contacto, a companhia de escravas: ei-la pois em suas relações, em suas ligações, em suas confidências com essas amigas, exposta e sujeita à ciência do mal, às infecções sutis da escravidão, ao contacto mediato com as escravas pela inoculação irrefletida, mas indeclinável, que lhe vem da intimidade com outras donzelas, que sem má intenção e apenas por vanglória pueril e jactância louca de mais sabidas, lhe revelam imperfeita e obscuramente segredos de seu sexo, que aprenderam nas atrevidas explicações de suas mucamas.	mediato com as escravas pela inoculação irrefletida	83	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2514	A regra é esta: toda família que não é indigente ou pobre possui uma, algumas ou muitas escravas, e uma dessas escravas é mucama da filha, da menina da família e companheira assídua da infeliz donzela, condenada às infecções da peste da escravidão.	algumas ou muitas escravas , e uma	19	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2514	A regra é esta: toda família que não é indigente ou pobre possui uma, algumas ou muitas escravas, e uma dessas escravas é mucama da filha, da menina da família e companheira assídua da infeliz donzela, condenada às infecções da peste da escravidão.	e uma dessas escravas é mucama da	24	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2515	Em muitas casas a escrava mucama dorme perto do leito da menina, senhora-moça, ou à porta do seu quarto.	muitas casas a escrava mucama dorme perto	4	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2517	mas em todo caso a mucama escrava toma conta da roupa da senhora-moça, ajuda-a a despir-se e a vestir-se,	caso a mucama escrava toma conta da	6	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2519	A mucama escrava se recomenda pois à menina, e ganha toda sua confiança pela importância delicada, e até certo ponto confidencial, do mis- ter que desempenha no toucador; a mucama, embora escrava, é ainda mais do que o padre confessor e do que o médico da donzela: porque o padre confessor conhece-lhe apenas a alma, o médico ainda nos casos mais graves de alteração da saúde conhece-lhe imperfeitamente o corpo enfermo, e a mucama conhece-lhe a alma tanto como o padre, e o corpo muito mais do que o médico.	mucama , embora escrava , é ainda	36	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2520	A senhora-moça torna-se por isso muitas vezes dependente e quase escrava da sua mucama escrava.	dependente e quase escrava da sua mucama	10	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2521	Compreendeis bem toda a extensão dos abusos, dos males, das conseqüências perniciosas e até mesmo desastrosas, e às vezes fatais e irremediáveis, que podem provir e que têm provindo da influência das mucamas escravas sobre a educação, a moralidade, a vida, o destino das donzelas?	influência das mucamas escravas sobre a educação	37	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2522	Educai como puderdes, o melhor e o mais santamente que é possível, vossa filha; a par dessa educação que corrige os defeitos, aprimora as qualidades, semeia e cultiva virtudes, a despeito dos mestres que ensinam zelosos, a despeito de vossa esposa que solícita vigia, estará ao pé de vossa filha uma hora só, alguns minutos apenas em cada dia, uma escrava, e de sobra uma só, a sua mucama que com a palavra, o gesto, o elogio, a lisonja, a indiscrição, a petulância, e a protérvia dos seus vícios, dos vícios próprios da sua miserável condição de escrava, comprometerá, arruinará o grande empenho do vosso amor, plantará no coração de vossa filha a ciência do mal, muito antes do prazo em que o mundo lha devia ensinar.	dia , uma escrava , e de	70	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2522	Educai como puderdes, o melhor e o mais santamente que é possível, vossa filha; a par dessa educação que corrige os defeitos, aprimora as qualidades, semeia e cultiva virtudes, a despeito dos mestres que ensinam zelosos, a despeito de vossa esposa que solícita vigia, estará ao pé de vossa filha uma hora só, alguns minutos apenas em cada dia, uma escrava, e de sobra uma só, a sua mucama que com a palavra, o gesto, o elogio, a lisonja, a indiscrição, a petulância, e a protérvia dos seus vícios, dos vícios próprios da sua miserável condição de escrava, comprometerá, arruinará o grande empenho do vosso amor, plantará no coração de vossa filha a ciência do mal, muito antes do prazo em que o mundo lha devia ensinar.	miserável condição de escrava , comprometerá ,	116	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2523	Embora não durma no quarto, que cumpre ser sacrário de virginal reserva, e muito pior se aí dorme, e se é portanto a impune observadora do abandono do corpo da donzela, nas traidoras revelações do sono agitado ou descuidoso, e a contadora de histórias e perigosa noveleira que fala e conversa enquanto ajuda a despir a senhora-moça e a distrai com a sua garrulice nas noites de vigília, a mucama escrava ganha em breve a confiança e a amizade da pobre inocente, e umas vezes por maldade, e em outras muitas sem consciência do mal que faz, revela-lhe mistérios cuja inciência é o matiz da virgindade, põe em tributos cruéis e vai gastando o seu pudor com explicações rudes em que não sabe medir o pudor da palavra, fala-lhe de namoros e de casamentos, impele-a a afeições que podem ser nocivas, leva-lhe os bilhetes do namorado, verdadeiro ou fingido amante e pretendente a casamento, serve-lhe à intriga amorosa contra a vigilância dos pais, infecciona-lhe o coração e excita-lhe os sentidos com a manifestação de idéias inspiradas pelo sensualismo brutal, em que se resume todo o amor nos escravos, e em alguns casos por avidez de sórdido ganho, por desmoralização, por perversidade, e até por vingança, chega ao extremo de arrastá-la à perdição, e de facilitar a mácula que para sempre nodoa a vida.	o amor nos escravos , e em	204	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2523	Embora não durma no quarto, que cumpre ser sacrário de virginal reserva, e muito pior se aí dorme, e se é portanto a impune observadora do abandono do corpo da donzela, nas traidoras revelações do sono agitado ou descuidoso, e a contadora de histórias e perigosa noveleira que fala e conversa enquanto ajuda a despir a senhora-moça e a distrai com a sua garrulice nas noites de vigília, a mucama escrava ganha em breve a confiança e a amizade da pobre inocente, e umas vezes por maldade, e em outras muitas sem consciência do mal que faz, revela-lhe mistérios cuja inciência é o matiz da virgindade, põe em tributos cruéis e vai gastando o seu pudor com explicações rudes em que não sabe medir o pudor da palavra, fala-lhe de namoros e de casamentos, impele-a a afeições que podem ser nocivas, leva-lhe os bilhetes do namorado, verdadeiro ou fingido amante e pretendente a casamento, serve-lhe à intriga amorosa contra a vigilância dos pais, infecciona-lhe o coração e excita-lhe os sentidos com a manifestação de idéias inspiradas pelo sensualismo brutal, em que se resume todo o amor nos escravos, e em alguns casos por avidez de sórdido ganho, por desmoralização, por perversidade, e até por vingança, chega ao extremo de arrastá-la à perdição, e de facilitar a mácula que para sempre nodoa a vida.	, a mucama escrava ganha em breve	76	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2524	Portanto a mucama escrava ao pé da menina e da donzela é o charco posto em comunicação com a fonte límpida.	Portanto a mucama escrava ao pé da	3	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2525	A mãe, que foi menina e moça solteira, sabe o que é, e como procede a mucama escrava; o pai que é senhor, sabe o que são e como procedem os escravos; mas à semelhança dos soldados que guarnecem praça sitiada, que a peste invadiu, curvam as cabeças e submetem-se à calamidade, a que não podem fugir.	como procedem os escravos ; mas à	36	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2525	A mãe, que foi menina e moça solteira, sabe o que é, e como procede a mucama escrava; o pai que é senhor, sabe o que são e como procedem os escravos; mas à semelhança dos soldados que guarnecem praça sitiada, que a peste invadiu, curvam as cabeças e submetem-se à calamidade, a que não podem fugir.	procede a mucama escrava ; o pai	20	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2525	A mãe, que foi menina e moça solteira, sabe o que é, e como procede a mucama escrava; o pai que é senhor, sabe o que são e como procedem os escravos; mas à semelhança dos soldados que guarnecem praça sitiada, que a peste invadiu, curvam as cabeças e submetem-se à calamidade, a que não podem fugir.	pai que é senhor , sabe o	26	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2527	Porque a escravidão existe; porque o serviço das casas e das famílias é feito por escravos, porque as amas-de-leite são em geral escravas e a elas se prendem agradecidos os filhos de criação, e enfim porque em país onde se mantém a escravidão, é impossível subtrair a senhora, o homem, a menina, o menino livres ao contacto imediato ou mediato com os escravos.	é feito por escravos , porque as	16	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2527	Porque a escravidão existe; porque o serviço das casas e das famílias é feito por escravos, porque as amas-de-leite são em geral escravas e a elas se prendem agradecidos os filhos de criação, e enfim porque em país onde se mantém a escravidão, é impossível subtrair a senhora, o homem, a menina, o menino livres ao contacto imediato ou mediato com os escravos.	são em geral escravas e a elas	24	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2527	Porque a escravidão existe; porque o serviço das casas e das famílias é feito por escravos, porque as amas-de-leite são em geral escravas e a elas se prendem agradecidos os filhos de criação, e enfim porque em país onde se mantém a escravidão, é impossível subtrair a senhora, o homem, a menina, o menino livres ao contacto imediato ou mediato com os escravos.	impossível subtrair a senhora , o homem	51	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2529	porque nós todos reconhecemos que a escravidão produz o aviltamento, a ignomínia, a torpeza, a corrupção do homem feito escravo, e nos países que mantêm a escravidão, os pais colocam o aviltamento, a igtomínia, a torpeza, a corrupção ao lado de suas filhas.	do homem feito escravo , e nos	22	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2532	Por excesso de zelo, Leonídia caiu no erro, na grave imprudência aliás muito comum: resolveu recatar a escrava, que era ainda tão moça e que devia ser tão freqüente junto de sua filha, e não podendo resguardá-la absolutamente da companhia dos outros escravos durante o dia, encerrou-a ao menos à noite, fazendo-a dormir à porta do quarto de Cândida.	companhia dos outros escravos durante o dia	47	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2532	Por excesso de zelo, Leonídia caiu no erro, na grave imprudência aliás muito comum: resolveu recatar a escrava, que era ainda tão moça e que devia ser tão freqüente junto de sua filha, e não podendo resguardá-la absolutamente da companhia dos outros escravos durante o dia, encerrou-a ao menos à noite, fazendo-a dormir à porta do quarto de Cândida.	resolveu recatar a escrava , que era	20	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2534	Lucinda era aos doze anos de idade uma crioula quase mulher, tendo já tomado as formas que se modificam ao chegar a puberdade: um pouco magra, de estatura regular, ligeira de movimentos, afetada sem excesso condenável no andar, muito viva e alegre, gárrula, e com pretensões a bom gosto no vestir, com aparências de compostura decente nos modos, diligente e satisfeita no trabalho, perspicaz, paciente, e mostrando-se desde o primeiro dia amante de sua senhora, e ufanosa do seu mister de mucama, costurando perfeitamente, engomando bem toda e qualquer roupa de senhora, sabendo trançar e anelar com papelotes cabelos de meninas, ao que ela chamava saber pentear, falando em modas e em figurinos franceses, bordando um pouco, exprimindo-se com facilidade e sem notáveis erros na linguagem trivial, e finalmente fazendo bonitas bonecas de pano, tornou-se em poucos dias muito estimada de sua senhora.	de idade uma crioula quase mulher ,	8	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2534	Lucinda era aos doze anos de idade uma crioula quase mulher, tendo já tomado as formas que se modificam ao chegar a puberdade: um pouco magra, de estatura regular, ligeira de movimentos, afetada sem excesso condenável no andar, muito viva e alegre, gárrula, e com pretensões a bom gosto no vestir, com aparências de compostura decente nos modos, diligente e satisfeita no trabalho, perspicaz, paciente, e mostrando-se desde o primeiro dia amante de sua senhora, e ufanosa do seu mister de mucama, costurando perfeitamente, engomando bem toda e qualquer roupa de senhora, sabendo trançar e anelar com papelotes cabelos de meninas, ao que ela chamava saber pentear, falando em modas e em figurinos franceses, bordando um pouco, exprimindo-se com facilidade e sem notáveis erros na linguagem trivial, e finalmente fazendo bonitas bonecas de pano, tornou-se em poucos dias muito estimada de sua senhora.	amante de sua senhora , e ufanosa	87	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2534	Lucinda era aos doze anos de idade uma crioula quase mulher, tendo já tomado as formas que se modificam ao chegar a puberdade: um pouco magra, de estatura regular, ligeira de movimentos, afetada sem excesso condenável no andar, muito viva e alegre, gárrula, e com pretensões a bom gosto no vestir, com aparências de compostura decente nos modos, diligente e satisfeita no trabalho, perspicaz, paciente, e mostrando-se desde o primeiro dia amante de sua senhora, e ufanosa do seu mister de mucama, costurando perfeitamente, engomando bem toda e qualquer roupa de senhora, sabendo trançar e anelar com papelotes cabelos de meninas, ao que ela chamava saber pentear, falando em modas e em figurinos franceses, bordando um pouco, exprimindo-se com facilidade e sem notáveis erros na linguagem trivial, e finalmente fazendo bonitas bonecas de pano, tornou-se em poucos dias muito estimada de sua senhora.	qualquer roupa de senhora , sabendo trançar	107	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2536	Lucinda fora aos sete anos de idade mandada para a cidade do Rio de Janeiro, e ali entregue a uma senhora viúva que era professora particular de instrução primária, e mestra ou preparadora de mucamas.	entregue a uma senhora viúva que era	21	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2537	A pobre, mas laboriosa viúva, ensinava sem paga a ler e escrever mal a meninas pobres, e a barato preço, o mister de mucamas a escravas; tirava porém de umas e outras grande vantagem, porque sendo também modista, as meninas e as escravas eram suas costureiras gratuitas.	de mucamas a escravas ; tirava porém	29	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2537	A pobre, mas laboriosa viúva, ensinava sem paga a ler e escrever mal a meninas pobres, e a barato preço, o mister de mucamas a escravas; tirava porém de umas e outras grande vantagem, porque sendo também modista, as meninas e as escravas eram suas costureiras gratuitas.	meninas e as escravas eram suas costureiras	49	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2538	Exigente e rígida, principalmente com as escravas, quando tratava de ensino e de trabalho, zelava apenas a moralidade das meninas, limitando-se a impedir àquelas de sair à rua.	principalmente com as escravas , quando tratava	7	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2540	No fim de cinco anos Lucinda, que era inteligente e habilidosa, deixou a mestra, e tornou à casa de seu senhor para passar logo ao poder de Cândida, trazendo as prendas que presunçosa ostentava, e dissimuladamente escondidos os conhecimentos e o noviciado dos vícios e das perversões da escravidão: suas irmãs, as escravas com quem convivera, algumas das quais muito mais velhas que ela, tinham-lhe dado as lições de sua corrupção, de seus costumes licenciosos, e a inoculação da imoralidade, que a fizera indigna de se aproximar de uma senhora honesta, quanto mais de uma inocente menina.	irmãs , as escravas com quem convivera	59	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2540	No fim de cinco anos Lucinda, que era inteligente e habilidosa, deixou a mestra, e tornou à casa de seu senhor para passar logo ao poder de Cândida, trazendo as prendas que presunçosa ostentava, e dissimuladamente escondidos os conhecimentos e o noviciado dos vícios e das perversões da escravidão: suas irmãs, as escravas com quem convivera, algumas das quais muito mais velhas que ela, tinham-lhe dado as lições de sua corrupção, de seus costumes licenciosos, e a inoculação da imoralidade, que a fizera indigna de se aproximar de uma senhora honesta, quanto mais de uma inocente menina.	aproximar de uma senhora honesta , quanto	101	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2540	No fim de cinco anos Lucinda, que era inteligente e habilidosa, deixou a mestra, e tornou à casa de seu senhor para passar logo ao poder de Cândida, trazendo as prendas que presunçosa ostentava, e dissimuladamente escondidos os conhecimentos e o noviciado dos vícios e das perversões da escravidão: suas irmãs, as escravas com quem convivera, algumas das quais muito mais velhas que ela, tinham-lhe dado as lições de sua corrupção, de seus costumes licenciosos, e a inoculação da imoralidade, que a fizera indigna de se aproximar de uma senhora honesta, quanto mais de uma inocente menina.	casa de seu senhor para passar logo	23	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2563	A escolha do novo ou segundo vestido foi discutida e resolvida, custando muito à mucama vencer o desejo que a senhora teimosamente mostrava de experimentá-los todos.	desejo que a senhora teimosamente mostrava de	21	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2584	– É que se a mãe de minha senhora a ouvisse, havia de pensar que estou ensinando malícias à minha senhora, e me castigaria, e me separaria para sempre de minha senhora...	mãe de minha senhora a ouvisse ,	8	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2584	– É que se a mãe de minha senhora a ouvisse, havia de pensar que estou ensinando malícias à minha senhora, e me castigaria, e me separaria para sempre de minha senhora...	malícias à minha senhora , e me	21	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2606	Com quem? Minha senhora só tem bonecas...	quem ? Minha senhora só tem bonecas	4	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2622	Recebeu sem desagrado a crioula que veio ajudar a vesti-la, não deixou perceber que se preocupava do que lhe ouvira na véspera, e nem nesse, nem nos seguintes dias pediu explicações a Lucinda.	sem desagrado a crioula que veio ajudar	4	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2631	Uma noite Cândida recolheu-se mais cedo ao seu quarto, e sentou-se a examinar os novos jornais de modas que recebera de Paris: Lucinda de pé atrás da cadeira sobre o encosto da qual apoiara a mão esquerda, dobrava um pouco o tronco e avançava a cabeça pelo lado direito de sua senhora para ver também e apreciar os figurinos.	direito de sua senhora para ver também	54	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2640	– Não, minha senhora; ainda é cedo: os enfeites, e o talhe deste corpinho só assentam e sobressaem em moça feita.	Não , minha senhora ; ainda é	4	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2649	– É por isso e porque sou negra escrava; com as escravas não precisa haver cuidados;	e porque sou negra escrava ; com	7	negra	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2649	– É por isso e porque sou negra escrava; com as escravas não precisa haver cuidados;	porque sou negra escrava ; com as	8	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2649	– É por isso e porque sou negra escrava; com as escravas não precisa haver cuidados;	; com as escravas não precisa haver	12	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2670	Pois sim: sente-se minha senhora outra vez, e pegue nos figurinos.	: sente-se minha senhora outra vez ,	5	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2672	– Pode a senhora entrar de repente, e convém que pense que minha senhora me está mostrando os figurinos.	– Pode a senhora entrar de repente	3	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2672	– Pode a senhora entrar de repente, e convém que pense que minha senhora me está mostrando os figurinos.	pense que minha senhora me está mostrando	14	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2676	Desvairada pela curiosidade, escrava de sua escrava, infeliz vítima da vítima de uma opressão social, que é punida pela própria corrupção das criaturas humanas, que degrada, desnatura, deprava e empeçonha, mergulhando-as no imundo lenteiro dos vícios da escravidão, Cândida obedeceu a Lucinda, sentou-se, tomou entre suas mãos um figurino, fitou nele os olhos sem vê-lo, e isso calculadamente para enganar, atraiçoar ao amor estremecido, ao cuidado escrupuloso e santo daquela segunda providência a que se dá o nome de mãe, e abriu os ouvidos e prendeu a alma às palavras venenosas, às explicações necessariamente imorais da escrava.	pela curiosidade , escrava de sua escrava	4	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2676	Desvairada pela curiosidade, escrava de sua escrava, infeliz vítima da vítima de uma opressão social, que é punida pela própria corrupção das criaturas humanas, que degrada, desnatura, deprava e empeçonha, mergulhando-as no imundo lenteiro dos vícios da escravidão, Cândida obedeceu a Lucinda, sentou-se, tomou entre suas mãos um figurino, fitou nele os olhos sem vê-lo, e isso calculadamente para enganar, atraiçoar ao amor estremecido, ao cuidado escrupuloso e santo daquela segunda providência a que se dá o nome de mãe, e abriu os ouvidos e prendeu a alma às palavras venenosas, às explicações necessariamente imorais da escrava.	escrava de sua escrava , infeliz vítima	7	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2680	A um dos lados estreitos da mesa, como a olhar de perfil para sua senhora, e dando frente para a porta do quarto, se colocara Lucinda um pouco voltada para Cândida, e com o tronco em mole inclinação descansando em um dos quadris, tinha os olhos no assoalho, o dedo indicador da mão direita a roçar com a unha a face superior do encosto de uma cadeira, e um quase imperceptível sorriso maligno a esconder-se nas comissuras dos lábios.	perfil para sua senhora , e dando	15	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2681	Ao quadro faltava uma figura, a de um pai – homem livre deste país onde há escravos – a de um pai amoroso e justamente zeloso da pureza de sua filha, condenado à imobilidade para não se lançar em fúria contra a mucama, e à mudez para não bradar por socorro em favor da menina, oculto aos olhos de ambas e em contorções de dor e desespero, assistindo à lição da impudicícia, e ouvindo cada palavra da escrava cair como gota de veneno no coração alvoroçado da filha.	país onde há escravos – a de	17	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
2681	Ao quadro faltava uma figura, a de um pai – homem livre deste país onde há escravos – a de um pai amoroso e justamente zeloso da pureza de sua filha, condenado à imobilidade para não se lançar em fúria contra a mucama, e à mudez para não bradar por socorro em favor da menina, oculto aos olhos de ambas e em contorções de dor e desespero, assistindo à lição da impudicícia, e ouvindo cada palavra da escrava cair como gota de veneno no coração alvoroçado da filha.	cada palavra da escrava cair como gota	83	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	7
